order_id,customer_id,product_id,order_date,quantity,discount,payment_method,order_status
O002980,C01293,P0350,25-09-2025,4,15,Upi,Returned
O002981,C01803,P0460,12-05-2025,0,20,Card,Returned
O002982,C00121,P0187,01-02-2025,4,20,Card,Shipped
O002983,C01888,P0186,29-10-2025,2,10,Cash,Delivered
O002984,C00373,P0202,10-01-2025,2,20,Card,Returned
O002985,C01215,P0418,05-06-2024,3,10,Upi,Cancelled
O002986,C00575,P0218,05-12-2024,2,0,Card,Delivered
O002987,C01695,P0251,27-09-2025,1,20,Cash,Shipped
O002988,C01153,P0186,04-08-2025,4,15,Cash,Cancelled
O002989,C01139,P0190,08-09-2025,3,10,Cash,Returned
O002990,C00290,P0346,04-09-2025,2,0,Card,Delivered
O002991,C01207,P0491,09-02-2025,2,110,Upi,Cancelled
O002992,C01640,P0016,17-04-2025,1,0,Upi,Returned
O002993,C00220,P0129,28-06-2025,2,20,Upi,Returned
O002994,C00332,P0150,28-10-2025,2,0,Upi,Delivered
O002995,C01061,P0469,05-09-2024,4,110,Upi,Delivered
O002996,C00567,P0017,07-09-2025,1,0,Card,Cancelled
O002997,C99999,P0485,17-08-2025,0,10,Upi,Cancelled
O002998,C01957,P0243,28-02-2025,1,0,Upi,Shipped
O002999,C00343,P0002,13-04-2024,0,0,Card,Cancelled
O003000,C00785,P0132,25-01-2024,2,0,Card,Shipped
O003001,C01313,P0446,28-02-2025,2,0,Cash,Returned
O003002,C01773,P0452,13-01-2024,0,20,Card,Cancelled
O003003,C01506,P0138,02-07-2025,2,110,Upi,Shipped
O003004,C01560,P0013,24-10-2024,3,10,Card,Delivered
O003005,C01690,P0422,26-11-2024,2,0,Upi,Returned
O003006,C00693,P0409,01-06-2024,1,0,Upi,Delivered
O003007,C00769,P0109,08-05-2025,2,0,Upi,Delivered
O003008,C01946,P0041,28-01-2024,2,110,Upi,Shipped
O003009,C00594,P0306,02-05-2025,0,20,Card,Delivered
O003010,C01047,P0090,16-12-2024,2,0,Cash,Returned
O003011,C01892,P0435,06-07-2025,4,110,Card,Cancelled
O003012,C01171,P0432,26-05-2024,4,15,Card,Returned
O003013,C01998,P0373,10-11-2025,3,110,Upi,Delivered
O003014,C01155,P0368,11-02-2024,2,10,Upi,Cancelled
O003015,C01200,P0247,16-07-2025,3,0,Upi,Cancelled
O003016,C00668,P0326,02-10-2024,1,20,Upi,Delivered
O003017,C00379,P0418,30-06-2024,2,0,Cash,Delivered
O003018,C00644,P0332,04-09-2025,2,0,Upi,Shipped
O003019,C01977,P0250,05-02-2024,2,0,Card,Delivered
O003020,C01463,P0012,11-11-2024,2,110,Upi,Delivered
O003021,C01190,P0311,28-12-2024,2,0,Cash,Cancelled
O003022,C01484,P0442,01-07-2024,4,15,Card,Delivered
O003023,C01028,P0411,18-08-2024,2,0,Upi,Shipped
O003024,C01485,P0086,06-03-2025,3,10,Card,Delivered
O003025,C00093,P0160,20-11-2024,2,0,Upi,Delivered
O003026,C01045,P0443,18-08-2025,2,110,Upi,Shipped
O003027,C01212,P0142,15-07-2025,0,0,Cash,Delivered
O003028,C01633,P0490,12-11-2024,0,110,Upi,Returned
O003029,C01972,P0463,11-06-2024,2,20,Upi,Returned
O003030,C00385,P0411,24-01-2024,2,0,Card,Delivered
O003031,C00199,P0199,22-08-2025,2,10,Card,Delivered
O003032,C00507,P0071,04-09-2025,3,0,Upi,Shipped
O003033,C00828,P0202,29-05-2024,0,10,Upi,Delivered
O003034,C01524,P0396,04-12-2024,4,20,Upi,Returned
O003035,C00923,P0365,13-01-2025,2,20,Upi,Returned
O003036,C00531,P0195,05-01-2024,2,20,Upi,Shipped
O003037,C01999,P0406,26-11-2025,0,110,Card,Returned
O003038,C00635,P0251,16-01-2024,0,20,Cash,Returned
O003039,C01317,P0386,03-11-2024,0,0,Cash,Shipped
O003040,C01944,P0025,25-07-2025,2,20,Upi,Cancelled
O003041,C00860,P0212,25-10-2025,1,10,Upi,Delivered
O003042,C00452,P0346,01-12-2024,4,10,Cash,Delivered
O003043,C01356,P0074,10-08-2024,1,20,Cash,Returned
O003044,C00462,P0285,11-04-2024,0,10,Card,Cancelled
O003045,C00645,P0447,25-02-2025,4,110,Upi,Shipped
O003046,C01725,P0086,29-05-2024,3,20,Upi,Cancelled
O003047,C00690,P9999,25-01-2024,2,10,Card,Cancelled
O003048,C00424,P0039,30-08-2024,3,20,Upi,Cancelled
O003049,C00763,P0033,08-09-2024,2,0,Card,Cancelled
O003050,C01123,P0485,29-09-2025,4,15,Cash,Cancelled
O003051,C00485,P0314,28-08-2024,3,110,Card,Shipped
O003052,C00814,P0041,06-01-2024,1,10,Cash,Shipped
O003053,C00457,P0080,25-04-2024,2,10,Upi,Cancelled
O003054,C00758,P0404,07-04-2024,2,110,Upi,Delivered
O003055,C01402,P0366,03-10-2024,1,10,Card,Delivered
O003056,C00518,P0485,04-02-2024,3,20,Card,Cancelled
O003057,C00496,P0407,02-06-2024,4,15,Upi,Delivered
O003058,C01372,P0205,31-07-2024,2,10,Card,Returned
O003059,C01250,P0273,07-05-2025,1,20,Card,Delivered
O003060,C00576,P0388,27-08-2025,0,0,Cash,Delivered
O003061,C01959,P0245,18-10-2024,0,10,Upi,Returned
O003062,C00825,P0201,19-06-2025,0,20,Card,Cancelled
O003063,C00545,P0209,03-05-2025,3,0,Cash,Returned
O003064,C01606,P0076,04-01-2025,3,0,Upi,Cancelled
O003065,C01647,P0176,29-04-2024,2,20,Upi,Delivered
O003066,C00304,P0078,17-01-2025,1,0,Cash,Delivered
O003067,C00111,P0388,06-05-2025,2,10,Upi,Shipped
O003068,C00207,P0050,27-02-2024,1,20,Cash,Cancelled
O003069,C00254,P0157,13-06-2024,0,0,Upi,Shipped
O003070,C01916,P0275,16-04-2024,0,0,Cash,Delivered
O003071,C01426,P0151,20-08-2024,2,0,Cash,Delivered
O003072,C01369,P0374,04-11-2024,3,10,Card,Delivered
O003073,C01767,P0407,26-03-2024,4,10,Upi,Cancelled
O003074,C01858,P0381,05-09-2024,1,10,Card,Cancelled
O003075,C00413,P0335,21-07-2024,2,0,Card,Delivered
O003076,C01514,P0229,08-04-2025,0,20,Upi,Shipped
O003077,C01264,P0390,12-04-2024,4,15,Cash,Delivered
O003078,C00260,P0498,06-01-2025,0,110,Upi,Delivered
O003079,C00069,P0092,21-10-2024,1,20,Upi,Shipped
O003080,C01549,P0425,28-04-2024,4,15,Upi,Delivered
O003081,C00537,P0121,26-02-2024,4,15,Upi,Cancelled
O003082,C00823,P0266,04-04-2025,2,10,Upi,Delivered
O003083,C00101,P0355,02-09-2024,3,20,Upi,Cancelled
O003084,C01150,P0056,05-04-2025,2,0,Card,Delivered
O003085,C01880,P0379,01-12-2024,4,15,Upi,Delivered
O003086,C01643,P0466,14-04-2025,0,110,Card,Delivered
O003087,C00991,P0498,13-06-2024,0,20,Card,Delivered
O003088,C00251,P0162,20-08-2025,3,20,Cash,Delivered
O003089,C01230,P0398,27-06-2025,2,110,Cash,Delivered
O003090,C01253,P0181,16-12-2024,1,0,Cash,Cancelled
O003091,C00924,P0237,27-06-2025,4,15,Card,Shipped
O003092,C01487,P0209,27-05-2025,4,10,Upi,Cancelled
O003093,C01222,P0439,06-10-2024,2,20,Card,Delivered
O003094,C01566,P0427,24-04-2024,2,0,Upi,Cancelled
O003095,C01095,P0016,23-09-2025,1,10,Card,Shipped
O003096,C01924,P0106,29-07-2024,4,10,Upi,Delivered
O003097,C01946,P0107,11-03-2025,1,0,Upi,Shipped
O003098,C01610,P0125,19-09-2025,1,110,Cash,Shipped
O003099,C00252,P0225,28-03-2024,2,0,Card,Returned
O003100,C00712,P0445,17-09-2024,0,10,Upi,Delivered
O003101,C01960,P0316,14-08-2024,3,20,Upi,Returned
O003102,C01321,P0290,01-06-2024,0,0,Card,Delivered
O003103,C00327,P0210,04-10-2024,0,10,Card,Cancelled
O003104,C01015,P0335,22-10-2024,2,10,Upi,Shipped
O003105,C00112,P0238,24-05-2024,1,20,Upi,Delivered
O003106,C01199,P0462,22-06-2025,0,110,Cash,Cancelled
O003107,C00380,P0467,03-08-2024,2,10,Cash,Delivered
O003108,C01104,P0435,22-08-2024,0,0,Cash,Cancelled
O003109,C01288,P0434,07-01-2025,4,10,Cash,Returned
O003110,C01771,P0467,27-09-2024,1,20,Upi,Returned
O003111,C00455,P0193,23-09-2025,1,10,Card,Shipped
O003112,C01269,P0408,06-07-2024,3,0,Upi,Delivered
O003113,C00113,P0054,28-03-2025,3,20,Upi,Returned
O003114,C00463,P0086,19-05-2025,3,0,Card,Delivered
O003115,C01575,P0079,23-04-2024,0,0,Upi,Delivered
O003116,C01527,P0241,22-10-2024,4,10,Upi,Delivered
O003117,C01142,P0160,15-10-2025,0,0,Upi,Shipped
O003118,C01475,P0246,13-01-2025,2,10,Cash,Shipped
O003119,C00922,P0365,14-09-2025,2,10,Upi,Cancelled
O003120,C00951,P0338,22-08-2024,4,10,Upi,Cancelled
O003121,C01427,P0433,16-01-2025,4,20,Upi,Cancelled
O003122,C01246,P0197,06-06-2024,0,0,Cash,Returned
O003123,C00153,P0252,20-02-2025,4,15,Upi,Returned
O003124,C00676,P0473,03-10-2025,3,10,Upi,Delivered
O003125,C01917,P0266,10-09-2024,2,10,Card,Shipped
O003126,C01902,P0332,21-05-2024,2,10,Upi,Cancelled
O003127,C00886,P0360,25-05-2024,2,20,Card,Delivered
O003128,C00635,P0235,29-08-2024,2,110,Cash,Cancelled
O003129,C00854,P0325,31-03-2024,2,0,Upi,Shipped
O003130,C00419,P0008,03-08-2025,1,0,Card,Returned
O003131,C01913,P0472,18-08-2025,2,20,Cash,Delivered
O003132,C01273,P0058,08-04-2024,0,10,Upi,Delivered
O003133,C00860,P0077,20-06-2025,2,10,Upi,Cancelled
O003134,C01035,P0336,13-12-2024,0,0,Card,Cancelled
O003135,C00278,P0313,10-08-2025,0,0,Cash,Cancelled
O003136,C01401,P0429,12-08-2024,4,15,Card,Delivered
O003137,C00631,P0073,27-05-2025,0,10,Upi,Delivered
O003138,C00782,P0114,17-02-2024,0,10,Upi,Delivered
O003139,C00141,P0386,10-06-2024,3,10,Upi,Delivered
O003140,C00034,P0405,30-10-2025,0,0,Upi,Delivered
O003141,C01852,P0409,01-08-2024,2,0,Card,Delivered
O003142,C01803,P0326,13-12-2024,0,0,Upi,Cancelled
O003143,C01635,P0248,05-03-2025,0,110,Card,Shipped
O003144,C00254,P0264,08-05-2025,4,15,Upi,Delivered
O003145,C00213,P0248,29-04-2025,1,0,Upi,Returned
O003146,C01845,P0229,04-06-2024,4,20,Upi,Returned
O003147,C00339,P0406,11-12-2024,2,10,Card,Cancelled
O003148,C00002,P0182,22-07-2025,2,0,Card,Delivered
O003149,C01986,P0455,02-03-2024,3,0,Card,Delivered
O003150,C01020,P0078,07-03-2025,2,0,Upi,Shipped
O003151,C00290,P0167,22-10-2025,3,0,Upi,Shipped
O003152,C01299,P0072,10-10-2025,1,0,Upi,Delivered
O003153,C00241,P0033,04-06-2025,4,10,Cash,Delivered
O003154,C01024,P0473,09-07-2025,0,10,Cash,Cancelled
O003155,C01882,P0213,13-09-2024,1,110,Upi,Shipped
O003156,C01020,P0039,24-04-2025,2,20,Upi,Shipped
O003157,C00685,P0263,12-07-2024,4,10,Card,Cancelled
O003158,C00347,P0149,09-02-2025,2,0,Upi,Delivered
O003159,C01084,P0097,29-11-2025,3,10,Card,Shipped
O003160,C01412,P0007,19-06-2025,1,10,Cash,Shipped
O003161,C00006,P0376,04-02-2025,2,10,Card,Cancelled
O003162,C01420,P0475,20-11-2025,2,10,Card,Shipped
O003163,C01086,P0210,24-02-2024,4,20,Upi,Cancelled
O003164,C00148,P0277,28-01-2024,2,0,Upi,Cancelled
O003165,C01878,P0344,26-06-2024,2,20,Cash,Delivered
O003166,C01435,P0054,31-01-2024,3,10,Cash,Returned
O003167,C00755,P0010,03-06-2024,3,20,Cash,Delivered
O003168,C01907,P0373,06-03-2025,1,20,Upi,Delivered
O003169,C01133,P0346,31-12-2024,1,110,Cash,Delivered
O003170,C00957,P0068,27-07-2024,0,20,Card,Returned
O003171,C01660,P0052,15-08-2025,4,15,Card,Delivered
O003172,C01047,P0358,26-06-2024,2,0,Cash,Delivered
O003173,C01740,P0474,11-01-2024,2,20,Upi,Shipped
O003174,C00335,P0483,24-03-2025,2,10,Card,Delivered
O003175,C00593,P0073,12-02-2024,2,110,Upi,Delivered
O003176,C00184,P0321,19-11-2024,0,20,Card,Delivered
O003177,C00747,P0454,09-08-2024,3,110,Card,Delivered
O003178,C00588,P0330,24-06-2024,2,0,Cash,Returned
O003179,C01258,P0467,11-06-2024,2,20,Cash,Returned
O003180,C01421,P0386,08-07-2025,3,10,Upi,Delivered
O003181,C01986,P0272,14-11-2025,4,110,Cash,Shipped
O003182,C00060,P0214,04-07-2024,0,0,Card,Delivered
O003183,C00864,P0072,07-10-2025,2,20,Card,Returned
O003184,C00806,P0214,19-08-2024,3,10,Upi,Delivered
O003185,C01242,P0223,28-05-2024,2,110,Upi,Cancelled
O003186,C00304,P0197,20-11-2025,3,10,Cash,Cancelled
O003187,C01330,P0024,23-12-2024,4,15,Card,Returned
O003188,C01053,P0074,09-08-2024,3,0,Cash,Delivered
O003189,C00327,P0284,28-11-2025,3,0,Upi,Shipped
O003190,C00044,P0321,26-04-2024,2,0,Card,Cancelled
O003191,C01668,P0437,18-05-2024,1,0,Upi,Returned
O003192,C00211,P0381,05-12-2024,2,0,Cash,Delivered
O003193,C01730,P0284,27-11-2025,4,110,Upi,Delivered
O003194,C01651,P0176,12-11-2024,1,0,Upi,Shipped
O003195,C00857,P0295,30-09-2025,3,20,Upi,Delivered
O003196,C01534,P0244,16-09-2024,0,0,Upi,Cancelled
O003197,C01873,P0042,28-09-2024,4,110,Card,Returned
O003198,C01335,P0295,18-07-2025,1,20,Cash,Delivered
O003199,C01882,P0290,25-03-2025,4,20,Card,Cancelled
O003200,C01276,P0237,05-10-2024,0,110,Cash,Cancelled
O003201,C01020,P0457,05-02-2025,4,15,Upi,Delivered
O003202,C00878,P0199,20-10-2024,3,0,Cash,Cancelled
O003203,C00431,P0480,13-02-2024,1,0,Upi,Returned
O003204,C00709,P0172,08-02-2025,2,0,Upi,Returned
O003205,C00352,P0141,28-07-2024,1,10,Upi,Shipped
O003206,C01388,P0132,24-06-2024,2,0,Upi,Returned
O003207,C01363,P0495,23-07-2024,4,15,Upi,Returned
O003208,C00187,P0261,03-09-2024,3,0,Upi,Returned
O003209,C01275,P0336,06-06-2024,1,10,Card,Delivered
O003210,C00279,P0013,16-10-2025,4,15,Card,Delivered
O003211,C00715,P0213,12-04-2025,2,0,Cash,Delivered
O003212,C00293,P0195,12-07-2025,2,20,Upi,Returned
O003213,C00569,P0412,18-04-2025,2,10,Upi,Delivered
O003214,C00383,P0412,03-07-2025,1,110,Cash,Delivered
O003215,C01823,P0262,03-01-2025,0,20,Card,Delivered
O003216,C01580,P0093,24-06-2024,2,20,Upi,Returned
O003217,C00558,P0464,16-10-2025,4,15,Upi,Shipped
O003218,C01837,P0157,19-10-2024,2,0,Upi,Cancelled
O003219,C00278,P0154,20-04-2025,4,15,Upi,Shipped
O003220,C01591,P0203,09-08-2024,0,20,Upi,Shipped
O003221,C00560,P0327,02-11-2025,1,20,Cash,Delivered
O003222,C00205,P0170,03-04-2024,0,20,Cash,Delivered
O003223,C01148,P0279,27-11-2025,4,110,Card,Cancelled
O003224,C01067,P0380,23-09-2025,3,0,Cash,Cancelled
O003225,C01998,P0182,28-11-2025,1,10,Upi,Cancelled
O003226,C00737,P0221,13-03-2025,2,20,Cash,Returned
O003227,C00283,P0381,12-02-2024,3,10,Cash,Returned
O003228,C00381,P0232,09-04-2024,4,110,Card,Cancelled
O003229,C01199,P0091,13-01-2024,2,0,Cash,Cancelled
O003230,C01448,P0248,12-10-2024,4,10,Card,Delivered
O003231,C00725,P0142,29-10-2025,2,0,Upi,Delivered
O003232,C01025,P0211,06-02-2025,2,110,Card,Delivered
O003233,C01208,P0437,08-08-2025,3,20,Cash,Cancelled
O003234,C00885,P0221,03-08-2025,3,110,Card,Delivered
O003235,C01306,P0241,16-07-2024,1,0,Upi,Delivered
O003236,C00790,P0101,18-09-2024,1,20,Upi,Delivered
O003237,C01192,P0499,14-02-2025,2,110,Card,Shipped
O003238,C01321,P0181,12-10-2024,2,0,Cash,Delivered
O003239,C01785,P0392,17-12-2024,0,0,Card,Returned
O003240,C01517,P0457,29-09-2025,3,20,Card,Delivered
O003241,C01775,P0267,08-11-2024,3,0,Upi,Returned
O003242,C01481,P0435,13-08-2024,2,10,Card,Returned
O003243,C00300,P0207,26-02-2025,3,0,Card,Returned
O003244,C01495,P0401,25-03-2024,2,0,Upi,Cancelled
O003245,C00801,P0173,16-01-2024,1,10,Upi,Delivered
O003246,C01536,P0300,05-10-2024,2,10,Cash,Returned
O003247,C00314,P0417,13-01-2024,1,10,Cash,Delivered
O003248,C00533,P0121,18-06-2024,3,20,Card,Delivered
O003249,C01130,P0208,01-01-2025,3,20,Upi,Delivered
O003250,C01932,P0066,26-08-2025,4,15,Upi,Shipped
O003251,C01098,P0433,06-04-2025,0,20,Card,Cancelled
O003252,C00092,P0454,30-09-2025,1,0,Upi,Shipped
O003253,C00961,P0255,24-10-2024,0,0,Upi,Returned
O003254,C00651,P0109,14-06-2024,3,0,Card,Returned
O003255,C01921,P0151,01-09-2024,2,10,Card,Shipped
O003256,C00801,P0156,11-08-2024,2,0,Cash,Delivered
O003257,C00990,P0478,24-12-2024,3,20,Cash,Shipped
O003258,C01243,P0262,31-07-2024,2,0,Upi,Returned
O003259,C00641,P0128,05-07-2024,4,15,Upi,Delivered
O003260,C00252,P0493,05-03-2024,2,110,Upi,Returned
O003261,C00852,P0140,10-02-2024,1,10,Card,Cancelled
O003262,C01472,P0206,02-02-2024,4,20,Cash,Shipped
O003263,C01083,P0482,06-12-2024,2,10,Card,Shipped
O003264,C01629,P0211,27-01-2025,4,15,Cash,Delivered
O003265,C01394,P0404,07-09-2024,4,15,Upi,Cancelled
O003266,C01726,P0423,02-02-2024,0,20,Card,Returned
O003267,C01308,P0187,23-09-2024,2,10,Upi,Returned
O003268,C00634,P0158,03-05-2025,4,15,Cash,Delivered
O003269,C00671,P0425,12-03-2025,1,110,Cash,Cancelled
O003270,C00794,P0006,20-04-2024,2,110,Upi,Returned
O003271,C01408,P0388,14-10-2025,2,10,Upi,Cancelled
O003272,C01573,P0026,02-10-2024,2,0,Card,Cancelled
O003273,C00554,P0005,15-09-2024,1,10,Upi,Shipped
O003274,C00913,P0069,02-02-2025,2,0,Cash,Cancelled
O003275,C01127,P0341,08-06-2025,0,10,Cash,Returned
O003276,C00033,P0465,24-09-2024,1,0,Upi,Delivered
O003277,C01254,P0306,22-12-2024,2,20,Upi,Returned
O003278,C00391,P0435,28-02-2025,1,20,Upi,Delivered
O003279,C00977,P0366,25-10-2024,2,0,Cash,Delivered
O003280,C01480,P0459,23-03-2024,4,15,Cash,Delivered
O003281,C01181,P0178,20-06-2025,1,0,Upi,Delivered
O003282,C01746,P0405,12-06-2025,2,0,Card,Delivered
O003283,C01421,P0462,02-07-2025,3,20,Upi,Shipped
O003284,C00278,P0071,19-07-2024,1,0,Card,Delivered
O003285,C00445,P0299,16-12-2024,2,10,Card,Returned
O003286,C01121,P0111,26-04-2024,1,0,Card,Shipped
O003287,C01786,P0151,27-06-2025,4,10,Upi,Returned
O003288,C01528,P0185,26-07-2025,3,10,Cash,Shipped
O003289,C00948,P0341,22-08-2025,3,0,Cash,Delivered
O003290,C01683,P0384,18-07-2025,4,20,Card,Cancelled
O003291,C00180,P0090,14-11-2025,2,10,Upi,Cancelled
O003292,C00534,P0112,31-10-2025,0,20,Cash,Returned
O003293,C00231,P0210,03-04-2024,2,0,Upi,Returned
O003294,C00466,P0108,25-08-2025,4,10,Card,Delivered
O003295,C01920,P0353,19-11-2024,1,0,Card,Shipped
O003296,C00544,P0274,11-04-2024,3,20,Upi,Delivered
O003297,C01357,P0059,03-03-2025,1,20,Cash,Delivered
O003298,C01899,P0484,09-05-2024,2,0,Card,Delivered
O003299,C00457,P0075,21-01-2025,0,110,Upi,Shipped
O003300,C01855,P0457,06-06-2025,3,0,Upi,Delivered
O003301,C00728,P0382,20-05-2024,2,10,Card,Returned
O003302,C00322,P0397,01-01-2024,3,20,Cash,Cancelled
O003303,C01955,P0474,09-05-2025,1,10,Card,Shipped
O003304,C00463,P0142,20-10-2024,3,10,Card,Delivered
O003305,C00878,P0059,14-10-2024,0,20,Cash,Shipped
O003306,C01824,P0074,22-06-2024,4,15,Upi,Returned
O003307,C00051,P0181,16-05-2024,4,110,Cash,Returned
O003308,C01496,P0128,09-03-2024,0,0,Upi,Returned
O003309,C00761,P0067,18-03-2025,3,0,Upi,Delivered
O003310,C01740,P0391,04-08-2024,4,20,Card,Delivered
O003311,C01893,P0220,31-10-2025,1,0,Cash,Cancelled
O003312,C00738,P0477,27-06-2025,1,20,Card,Returned
O003313,C00481,P0285,04-05-2024,2,110,Cash,Returned
O003314,C01754,P0466,23-10-2025,3,0,Card,Returned
O003315,C01709,P0200,05-06-2024,1,0,Cash,Delivered
O003316,C00499,P0243,03-11-2025,3,0,Card,Returned
O003317,C01116,P0352,27-05-2024,4,20,Card,Delivered
O003318,C01208,P0260,22-09-2025,3,10,Cash,Delivered
O003319,C01317,P0006,27-04-2025,2,0,Upi,Shipped
O003320,C01252,P0484,20-11-2024,3,10,Upi,Returned
O003321,C01334,P0250,27-05-2025,2,20,Card,Delivered
O003322,C01434,P0026,15-10-2025,2,0,Upi,Delivered
O003323,C00876,P0500,20-11-2025,4,10,Upi,Returned
O003324,C00855,P9999,13-04-2024,4,15,Upi,Returned
O003325,C00384,P0250,04-01-2025,2,10,Upi,Delivered
O003326,C00137,P0061,21-01-2025,0,0,Upi,Returned
O003327,C01713,P0295,15-06-2025,4,15,Upi,Returned
O003328,C00020,P0135,14-04-2025,0,110,Card,Delivered
O003329,C00291,P0135,09-08-2025,2,10,Card,Cancelled
O003330,C99999,P0094,17-06-2024,0,20,Upi,Delivered
O003331,C01897,P0313,19-06-2024,2,10,Upi,Cancelled
O003332,C00909,P0096,13-11-2024,1,0,Upi,Delivered
O003333,C00850,P0500,16-02-2025,1,10,Upi,Delivered
O003334,C00547,P0384,13-08-2025,3,20,Upi,Shipped
O003335,C00177,P0460,19-04-2025,2,0,Upi,Returned
O003336,C01543,P0291,08-04-2025,2,110,Cash,Cancelled
O003337,C01951,P0069,21-09-2024,2,20,Upi,Cancelled
O003338,C00831,P0341,22-10-2025,0,0,Upi,Delivered
O003339,C01032,P0432,14-10-2025,4,10,Upi,Shipped
O003340,C01112,P0030,13-10-2024,0,110,Card,Delivered
O003341,C00975,P0254,11-04-2025,1,20,Card,Returned
O003342,C01171,P0432,09-09-2025,3,20,Cash,Cancelled
O003343,C01470,P0371,25-02-2025,4,10,Cash,Returned
O003344,C01389,P0186,08-08-2024,4,10,Cash,Shipped
O003345,C01129,P0319,20-07-2024,2,10,Cash,Delivered
O003346,C01982,P0227,27-04-2024,2,0,Upi,Returned
O003347,C01764,P0315,21-05-2024,2,10,Cash,Returned
O003348,C01169,P0230,06-08-2024,4,110,Upi,Delivered
O003349,C00517,P0141,31-01-2024,2,0,Cash,Shipped
O003350,C00093,P0482,06-07-2024,3,0,Card,Delivered
O003351,C00599,P0068,08-06-2025,1,20,Upi,Cancelled
O003352,C01485,P0312,09-05-2025,0,0,Card,Delivered
O003353,C01358,P0010,01-04-2025,4,15,Upi,Delivered
O003354,C00842,P0334,01-06-2024,2,10,Card,Returned
O003355,C01744,P0462,12-11-2025,2,0,Upi,Shipped
O003356,C01247,P0266,30-05-2025,2,20,Cash,Delivered
O003357,C00499,P0443,08-10-2024,3,0,Cash,Shipped
O003358,C01515,P0045,09-06-2025,2,110,Cash,Delivered
O003359,C01304,P0145,28-09-2025,1,20,Cash,Delivered
O003360,C00182,P0101,08-12-2024,4,10,Cash,Shipped
O003361,C00626,P0477,04-07-2024,3,10,Upi,Shipped
O003362,C01690,P0409,29-12-2024,2,20,Upi,Returned
O003363,C00714,P0346,11-04-2025,2,10,Upi,Delivered
O003364,C01820,P0205,19-12-2024,1,10,Card,Delivered
O003365,C01674,P0179,12-09-2025,1,20,Upi,Delivered
O003366,C01275,P0289,06-09-2024,1,10,Cash,Shipped
O003367,C00666,P0132,04-08-2024,0,0,Cash,Returned
O003368,C00837,P0352,26-12-2024,3,0,Upi,Delivered
O003369,C00799,P0135,22-09-2024,3,0,Cash,Shipped
O003370,C00524,P0023,16-05-2024,4,10,Cash,Delivered
O003371,C00578,P0084,04-07-2024,4,15,Cash,Delivered
O003372,C01105,P0086,02-11-2025,2,0,Card,Delivered
O003373,C00188,P0174,14-08-2025,1,20,Upi,Shipped
O003374,C00111,P0456,24-06-2025,4,15,Cash,Delivered
O003375,C01356,P0279,01-04-2025,3,20,Card,Cancelled
O003376,C01683,P0433,11-07-2025,4,10,Card,Returned
O003377,C00395,P0008,08-08-2024,4,20,Cash,Shipped
O003378,C00648,P0457,04-06-2024,3,20,Cash,Delivered
O003379,C01991,P0280,07-01-2024,1,0,Upi,Shipped
O003380,C00945,P0419,18-03-2025,0,0,Upi,Delivered
O003381,C01026,P0159,07-10-2025,0,20,Upi,Shipped
O003382,C00018,P0476,04-05-2025,1,10,Upi,Delivered
O003383,C00451,P0111,20-08-2024,4,20,Card,Shipped
O003384,C00764,P0066,22-08-2025,3,0,Upi,Returned
O003385,C01572,P0493,21-04-2025,1,0,Upi,Delivered
O003386,C00490,P0199,19-03-2024,2,20,Upi,Delivered
O003387,C01029,P0424,13-07-2024,3,20,Card,Delivered
O003388,C00755,P0029,24-02-2025,2,110,Cash,Shipped
O003389,C00928,P0072,02-01-2024,0,20,Cash,Delivered
O003390,C00571,P0056,22-11-2024,1,20,Upi,Shipped
O003391,C01345,P0175,09-06-2024,2,0,Upi,Shipped
O003392,C00937,P0022,08-02-2024,0,0,Card,Returned
O003393,C01673,P0039,01-02-2024,4,15,Upi,Returned
O003394,C00171,P0499,05-09-2024,2,20,Card,Delivered
O003395,C00393,P0407,11-06-2025,4,10,Cash,Returned
O003396,C01083,P0214,10-05-2025,4,20,Upi,Shipped
O003397,C01076,P0404,22-04-2024,2,0,Upi,Cancelled
O003398,C00365,P0009,02-08-2025,2,0,Upi,Delivered
O003399,C01036,P0181,20-11-2024,4,10,Upi,Delivered
O003400,C00441,P0330,01-06-2024,4,10,Cash,Cancelled
O003401,C00702,P0045,03-09-2024,2,0,Cash,Shipped
O003402,C01290,P0475,22-07-2024,1,10,Card,Delivered
O003403,C01817,P0085,11-06-2025,0,0,Card,Delivered
O003404,C00401,P0297,03-12-2024,1,20,Upi,Delivered
O003405,C00903,P0099,14-01-2024,0,10,Cash,Shipped
O003406,C00026,P0141,22-02-2025,3,20,Card,Delivered
O003407,C01220,P0322,10-03-2024,3,20,Upi,Cancelled
O003408,C01363,P0031,07-03-2024,2,10,Cash,Returned
O003409,C00842,P0397,14-04-2025,2,20,Card,Delivered
O003410,C01307,P0245,22-07-2024,3,10,Upi,Cancelled
O003411,C00381,P0059,11-05-2025,1,10,Card,Cancelled
O003412,C00286,P0479,22-02-2025,0,10,Card,Returned
O003413,C01234,P0378,06-08-2025,2,20,Cash,Shipped
O003414,C01751,P0140,10-02-2024,3,20,Upi,Returned
O003415,C01036,P0437,27-06-2024,0,20,Cash,Delivered
O003416,C00692,P0156,16-11-2025,0,10,Card,Delivered
O003417,C01433,P0111,01-08-2024,2,0,Cash,Delivered
O003418,C00324,P0326,15-09-2025,3,0,Upi,Cancelled
O003419,C01642,P0447,10-04-2024,3,20,Upi,Delivered
