product_id,product_name,category,brand,price,stock_quantity,supplier,rating
P0464,Product 464,Electronic,BrandA,1466,122,S1,3.2
P0465,Product 465,Electronic,BrandA,1488,245,S2,2.9
P0466,Product 466,Home,BrandA,3999,76,S2,2.5
P0467,Product 467,Electronic,BrandA,3323,263,S1,3.4
P0468,Product 468,Electronic,BrandB,3922,249,S1,4
P0469,Product 469,Electronic,BrandB,4342,44,S2,3.4
P0470,Product 470,Home,BrandA,1318,71,S1,2
P0471,Product 471,Electronic,BrandB,2785,214,S2,1.1
P0472,Product 472,Electronic,BrandB,2567,184,S1,4.8
P0473,Product 473,Electronic,BrandA,2235,158,S2,5
P0474,Product 474,Home,BrandB,3426,278,S2,3.9
P0475,Product 475,Electronic,BrandB,1223,53,S2,0.7
P0476,Product 476,Home,BrandA,2869,25,S1,2.1
P0477,Product 477,Electronic,BrandA,3809,140,S1,0.6
P0478,Product 478,Electronic,BrandA,3853,269,S2,0.6
P0479,Product 479,Electronic,BrandA,2589,105,S2,0.2
P0480,Product 480,Electronic,BrandB,867,153,S2,3.2
P0481,Product 481,Electronic,BrandA,4419,67,S2,1.4
P0482,Product 482,Electronic,BrandB,1231,46,S1,4.4
P0483,Product 483,Home,BrandA,424,15,S1,2
P0484,Product 484,Electronic,BrandA,4068,88,S2,1.9
P0485,Product 485,Electronic,BrandB,3354,39,S2,0.5
P0486,Product 486,Electronic,BrandB,3734,192,S1,3.2
P0487,Product 487,Home,BrandA,4405,105,S2,1.6
P0488,Product 488,Home,BrandB,3021,118,S1,1.1
P0489,Product 489,Electronic,BrandA,1944,169,S1,4.6
P0490,Product 490,Electronic,BrandA,4274,221,S2,4.9
P0491,Product 491,Home,BrandB,209,85,S1,4.5
P0492,Product 492,Home,BrandB,3258,35,S2,3.4
P0493,Product 493,Electronic,BrandA,3940,279,S1,1.9
P0494,Product 494,Home,BrandB,3777,297,S2,0.3
P0495,Product 495,Electronic,BrandB,2173,11,S2,4.3
P0496,Product 496,Electronic,BrandA,4061,81,S2,4.7
P0497,Product 497,Electronic,BrandB,322,115,S2,4
P0498,Product 498,Electronic,BrandA,1491,138,S2,2.8
P0499,Product 499,Electronic,BrandB,2978,84,S2,3.4
P0500,Product 500,Home,BrandA,3357,2,S1,0
